	course_code	course_title	offering_unit
9192	Speech 136	Forms of Public Address	DSCTA
9193	Speech 137	Group Discussion and Conference Leadership	DSCTA
9194	Speech 137	Group Discussion and Conference Leadership	DSCTA
9195	Speech 141	Rhetoric and Public Opinion	DSCTA
9196	Speech 142	Rhetoric and Popular Culture	DSCTA
9197	Speech 143	Rhetoric and Digital Communication	DSCTA
9198	Speech 150	Interpersonal Communication 	DSCTA
9199	Speech 152	Nonverbal Communication in Interpersonal Relationships	DSCTA
9200	Speech 153	Communication in Relational Development and Deterioration	DSCTA
9201	Speech 156	Communication in Organizations	DSCTA
9202	Speech 157	Communication Across Cultures	DSCTA
9203	Speech 158	Managing Conflict in Interpersonal Relationships	DSCTA
9204	Speech 160	Basic Radio Techniques	DSCTA
9205	Speech 160	Basic Radio Techniques	DSCTA
9206	Speech 162	Radio Writing	DSCTA
9207	Speech 163	Radio Speech	DSCTA
9208	Speech 163	Radio Speech	DSCTA
9209	Speech 164	Programming	DSCTA
9210	Speech 165	Radio Production Procedures	DSCTA
9211	Speech 166	Radio and Television Programs and  Audiences	DSCTA
9212	Speech 167	Station Management	DSCTA
9213	Speech 180	Instructional Communication	DSCTA
9214	Speech 181	Speech Communication Module Development	DSCTA
9215	Speech 183	Instructional Communication and Technology	DSCTA
9216	Speech 184	Speech Communication Program Evaluation	DSCTA
9217	Speech 185	Assessment of Learning in Speech Communication Activities	DSCTA
9218	Speech 186	Voice and Pronunciation in Instructional Contexts	DSCTA
9219	Speech 195	Speech Practicum	DSCTA
9220	Speech 197	Special Topics	DSCTA
9221	Speech 198	Speech Communication Research Methods, Areas and Techniques	DSCTA
9222	Speech 199	Undergraduate Research	DSCTA
9223	Speech 200	Undergraduate Thesis	DSCTA
9224	Speech 201	Speech Communication Process Analysis	DSCTA
9225	Speech 203	The Listening Process	DSCTA
9226	Speech 204	Language in Speech Communication Behavior	DSCTA
9227	Speech 210	Quantitative Research in Speech Communication	DSCTA
9228	Speech 211	Qualitative Research in Speech Communication	DSCTA
9229	Speech 221	Advanced Oral Interpretation	DSCTA
9230	Speech 223	Reader's Theater	DSCTA
9231	Speech 224	Chamber Theater	DSCTA
9232	Speech 230	Theories of Rhetoric from Ancient to Modern Times	DSCTA
9233	Speech 236	Philippine Public Address	DSCTA
9234	Speech 237	Group Communication	DSCTA
9235	Speech 275	Principles of Speech Correction	DSCTA
9236	Speech 281	Seminar-Workshop in Directing Speech Programs	DSCTA
9237	Speech 291	Directed Readings	DSCTA
9238	Speech 300	Master's Thesis	DSCTA
9239	Speech 301	Seminar: Problems in Speech Communication Process Analysis	DSCTA
9240	Stat 100	Calculus and Matrix Algebra for Statistics	Stat
9241	Stat 101	Elementary Statistics	Stat
9242	Stat 102	Intermediate Statistical Methods for Research	Stat
9243	Stat 110	Probability and Statistics for Engineers	Stat
9244	Stat 114	Descriptive Statistics	Stat
9245	Stat 115	Basic Statistical Methods	Stat
9246	Stat 117	Mathematics for Statistics	Stat
9247	Stat 121	Probability Theory I	Stat
9248	Stat 122	Probability Theory II	Stat
9249	Stat 124	Introduction to Programming	Stat
9250	Stat 125	Applications Software and Software Packages	Stat
9251	Stat 130	Introduction to Mathematical Statistics for Computer Science	Stat
9252	Stat 131	Parametric Statistical Inference	Stat
9253	Stat 132	Nonparametric Statistical Inference	Stat
9254	Stat 133	Bayesian Statistical Inference	Stat
9255	Stat 134	Introduction to Scientific Writing in Statistics	Stat
9256	Stat 135	Matrix Theory for Statistics	Stat
9257	Stat 136	Introduction to Regression Analysis	Stat
9258	Stat 138	Introduction to Sampling Designs	Stat
9259	Stat 142	Introduction to Computational Statistics	Stat
9260	Stat 143	Survey Operations	Stat, Stat
9261	Stat 144	Introduction to Sampling Designs	Stat
9262	Stat 145	Introduction to Time Series Analysis and Forecasting	Stat
9263	Stat 146	Introduction to Exploratory Data Analysis	Stat
9264	Stat 147	Introduction to Multivariate Analysis	Stat
9265	Stat 147	Introduction to Multivariate Analysis	Stat
9266	Stat 148	Introduction to Experimental Designs	Stat
9267	Stat 148	Introduction to Experimental Designs	Stat
9268	Stat 149	Introduction to Categorical Data Analysis	Stat
9269	Stat 191	Special Topics in Biological and Medical Statistics	Stat
9270	Stat 191.1	Introduction to Biostatistics	Stat
9271	Stat 192	Special Topics in Business and Economic Statistics	Stat
9272	Stat 192.1	Statistics in Market Research	Stat
9273	Stat 192.2	Advanced Linear Models	Stat
9274	Stat 193	Special Topics in Industrial and Physical Science Statistics	Stat
9275	Stat 193.1	Introduction to Statistical Quality Control	Stat
9276	Stat 194	Special Topics in Social and Psychological Statistics	Stat
9277	Stat 195	Introduction to Mathematical Statistics	Stat
9278	Stat 197	Special Topics in Statistics	Stat
9279	Stat 201	Statistical Operations I	Stat
9280	Stat 207	Statistical Inference for Data Science	Stat-BGC
9281	Stat 208	Programming for Data Analytics	Stat-BGC
9282	Stat 210	Statistical Software	Stat
9283	Stat 211	Statistical Computing	Stat
9284	Stat 217	Computational Statistics	Stat-BGC
9285	Stat 218	Statistical Machine Learning	Stat-BGC
9286	Stat 219	Advanced Topics in Machine Learning 	Stat-BGC
9287	Stat 221	Introductory Probability	Stat
9288	Stat 222	Introduction to Statistical Inference	Stat
9289	Stat 223	Applied Regression Analysis	Stat
9290	Stat 224	Experimental Designs	Stat
9291	Stat 225	Time Series Analysis	Stat
9292	Stat 226	Applied Multivariate Analysis	Stat
9293	Stat 227	Knowledge Discovery in Data	Stat-BGC
9294	Stat 230	Special Topics in Mathematics for Statistics	Stat
9295	Stat 231	Probability Theory	Stat
9296	Stat 232	Parametric Inference	Stat
9297	Stat 233	Linear Models	Stat
9298	Stat 234	Multivariate Analysis	Stat
9299	Stat 235	Survey of Stochastic Processes	Stat
9300	Stat 240	High Dimensional Data	Stat
9301	Stat 241	Nonlinear Regression	Stat
9302	Stat 242	Econometric Methods	Stat
9303	Stat 243	Categorical Data Analysis	Stat
9304	Stat 244	Design and Analysis of Clinical Experiments	Stat
9305	Stat 245	Survival Analysis	Stat
9306	Stat 246	Response Surface Methods	Stat
9307	Stat 247	Data Mining and Business Intelligence	Stat
9308	Stat 249	Nonparametric Modeling	Stat
9309	Stat 250	Sampling Designs	Stat
9310	Stat 251	Survey Operations	Stat
9311	Stat 252	Bootstrap Methods	Stat
9312	Stat 260	Quantitative Risk Management	Stat
9313	Stat 261	Stochastic Calculus for Finance	Stat
9314	Stat 262	Nonparametric Statistics	Stat
9315	Stat 263	Bayesian Analysis	Stat
9316	Stat 264	Elements of Decision Theory	Stat
9317	Stat 265	Robust Statistics	Stat
9318	Stat 266	Applied Nonparametric Methods	Stat
9319	Stat 267	Advanced Applied Multivariate Analysis	Stat
9320	Stat 268	Advanced Time Series Analysis	Stat
9321	Stat 269	Advanced Categorical Data Analysis	Stat-BGC
9322	Stat 270	Exploratory Data Analysis	Stat
9323	Stat 271	Statistical Quality Control	Stat
9324	Stat 272	Reliability Theory	Stat
9325	Stat 273	SIX SIGMA STATISTICS	Stat
9326	Stat 274	Market Research	Stat
9327	Stat 275	Economic Statistics	Stat
9328	Stat 276	Statistics for Geographic Information Systems	Stat
9329	Stat 277	Statistics for Image Analysis	Stat
9330	Stat 280	Special Fields of Statistics	Stat, Stat-BGC
9331	Stat 290	Statistical Consulting	Stat
9332	Stat 298	Special Problem	Stat
9333	Stat 299	Special Project in Data Science 	Stat-BGC
9334	Stat 300	Master's Thesis	Stat
9335	Stat 301	Theory of Probability I	Stat
9336	Stat 302	Theory of Probability II	Stat
9337	Stat 303	Stochastic Processes	Stat
9338	Stat 311	Theory of Statistical Inference I	Stat
9339	Stat 312	Theory of Statistical Inference II	Stat
9340	Stat 313	Decision Theory	Stat
9341	Stat 321	Asymptotic Methods for Statistics	Stat
9342	Stat 380	Advanced Special Topics	Stat
9343	Stat 390	Reading Course	Stat
9344	Stat 396	Seminar	Stat
9345	Stat 400	Dissertation	Stat
9346	TFA 150	History of Criticism	Theory
9347	TFA 154	Greek and Roman Art	Theory
9348	TFA 155	Medieval Art 	Theory
9349	TFA 156	Renaissance Art 	Theory
9350	TFA 157	Modern Art	Theory
9351	TFA 160	Pre-Hispanic Art in the Philippines	Theory
9352	TFA 161	Traditional Arts in the Philippines	Theory
9353	TFA 163	Philippine Modern Art	Theory
9354	TFA 166	Colonial Art in the Philippines	Theory
9355	TFA 180	Design Theory	Theory
9356	TFA 181	Field Practice in Visual Art and Design Education	Theory
9357	TFA 186	Art Theory I	Theory
9358	TFA 187	Art Theory II	Theory
9359	TFA 190	Methods of Connoisseurship	Theory
9360	TM 201	Overview of Technology Management	TMC
9361	TM 202	Technological Innovation	TMC
9362	TM 203	Management of Technology Programs and Projects	TMC
9363	TM 204	Management of Research and Development	TMC
9364	TM 205	Financial Analysis for Technology Managers	TMC
9365	TM 206	Technology Marketing and Commercialization	TMC
9366	TM 211	Economics of Technological Change 	TMC
9367	TM 212	Macroeconomics of Technological Change II	TMC
9368	TM 213	Information Technology Management	TMC
9369	TM 214	Organizations and Technological Change	TMC
9370	TM 221	Technology and Competitive Strategy	TMC
9371	TM 222	Management of Products and Process Innovation	TMC
9372	TM 225	Total Quality Management	TMC
9373	TM 231	National Innovation Systems	TMC
9374	TM 232	Science and Technology Policy	TMC
9375	TM 241	Technology Acquisition and Assimilation	TMC
9376	TM 251	Technology-Based Entrepreneurship	TMC
9377	TM 255	Legal Issues in Technology Management	TMC
9378	TM 261	Technology, Environment and Sustainable Development	TMC
9379	TM 271	Technology Management in the Services Sector	TMC
9380	TM 281	Strategic Technology Planning	TMC
9381	TM 291	Management of Technology Programs and Projects	TMC
9382	TM 298	Special Topics in Technology Management	TMC
9383	TM 299	Special Project in Technology Management	TMC
9384	TMEM 201	Tropical Marine Ecosystems	MSI
9385	TMEM 202	Dynamics of Tropical Marine Socio-Ecological Systems	MSI
9386	TMEM 203	Marine Environmental Planning and Management	MSI
9387	TMEM 210	Intercultural Understanding in the Management of Tropical Marine Ecosystems	MSI
9388	TMEM 211	Communication in Tropical Marine Ecosystem Management 	MSI
9389	TMEM 220	Marine Protected Area Management and Governance	MSI
9390	TMEM 221	Strategic Planning for Marine Protected Areas	MSI
9391	TMEM 222	Marine Protected Area Management Plan Implementation	MSI
9392	TMEM 223	Marine Protected Area Networks and Large Marine Ecosystems	MSI
9393	TMEM 296	Seminar	MSI
9394	TMEM 297	Special Problem 	MSI
9395	Thai 10	Elementaring Thai I (Elementary Thai I)	Lingg
9396	Thai 11	Elementaring Thai II (Elementary Thai II)	Lingg
9397	Thai 12	Intermidyet na Thai I (Intermediate Thai I)	Lingg
9398	Thai 13	Intermidyet na Thai II (Intermediate Thai II)	Lingg
9399	Theatre 11	Dula at Palabas	DSCTA
9400	Theatre 12	Acting Workshop	DSCTA
9401	Theatre 100	Introduction to Theatre and Performance	DSCTA
9402	Theatre 101	History of the Western Theatre I	DSCTA
9403	Theatre 102	History of the Western Theatre II	DSCTA
9404	Theatre 103	Theories in Theatre and Performance	DSCTA
9405	Theatre 104	Theatre and the Creative Industries	DSCTA
9406	Theatre 110	Theatre Practicum	DSCTA
9407	Theatre 111	Advanced Practicum	DSCTA
9408	Theatre 112	Theatre Apprenticeship	DSCTA
9409	Theatre 120	Production Methods	DSCTA
9410	Theatre 121	Stage Management	DSCTA
9411	Theatre 122	Production Management	DSCTA
9412	Theatre 123	Issues in Theatre and Events Management	DSCTA
9413	Theatre 131	Beginning Acting	DSCTA
9414	Theatre 132	Intermediate Acting	DSCTA
9415	Theatre 133	Directed Studies in Theatre Acting	DSCTA
9416	Theatre 134	Voice for the Theatre	DSCTA
9417	Theatre 141	Stage Direction I	DSCTA
9418	Theatre 142	Stage Direction II	DSCTA
9419	Theatre 143	Directed Studies in Theatre Directing	DSCTA
9420	Theatre 151	Elementary Stagecraft	DSCTA
9421	Theatre 152	Scene Design	DSCTA
9422	Theatre 153	Lighting Design	DSCTA
9423	Theatre 154	Costume Design and Make-up	DSCTA
9424	Theatre 155	Sound Design	DSCTA
9425	Theatre 156	Directed Studies in Technical Theatre and Design	DSCTA
9426	Theatre 160	History of the Theatre	DSCTA
9427	Theatre 161	Contemporary Philippine Performance Practices	DSCTA
9428	Theatre 162	Cultural Performances in Asia	DSCTA
9429	Theatre 163	Creative Theatre for Children and Youth	DSCTA
9430	Theatre 164	Perspectives in Performance Studies	DSCTA
9431	Theatre 165	Contemporary Performance Practices in Context	DSCTA
9432	Theatre 166	Applied Theatre	DSCTA
9433	Theatre 170	Dramaturgy	DSCTA
9434	Theatre 171	Playwriting	DSCTA
9435	Theatre 180	Devise in Theatre and Performance	DSCTA
9436	Theatre 181	Theories in Stage Movement and Dance Theatre	DSCTA
9437	Theatre 182	Physical Theatre	DSCTA
9438	Theatre 197	Special Topics	DSCTA
9439	Theatre 198	Special Projects	DSCTA
9440	Theatre 199	Undergraduate Research	DSCTA
9441	Theatre 200	Undergraduate Thesis	DSCTA
9442	Theatre 201	Theatre History I	DSCTA
9443	Theatre 202	Theatre History II	DSCTA
9444	Theatre 203	Theories in Theatre and Performance	DSCTA
9445	Theatre 207	Cultural Performances in Asia	DSCTA
9446	Theatre 208	Analyses and Praxes of Theatre and Performance	DSCTA
9447	Theatre 211	Production Design and Technical Theatre	DSCTA
9448	Theatre 212	Performing Arts Management	DSCTA
9449	Theatre 221	Studies in Acting	DSCTA
9450	Theatre 231	Studies in Directing	DSCTA
9451	Theatre 241	Studies in Dramaturgy	DSCTA
9452	Theatre 251	Studies in Playwriting	DSCTA
9453	Theatre 291	Seminar in Selected Areas of Theatre	DSCTA
9454	Theatre 298	Special Problems	DSCTA
9455	Theatre 299	Research	DSCTA
9456	Theatre 299.1	Creative Project in Theatre and Performance	DSCTA
9457	Theatre 300	Thesis	DSCTA
9458	Tour 102	World Tourism	AIT
9459	Tour 109	Travel Industry Practices	AIT
9460	Tour 110	Tourism Principles	AIT
9461	Tour 111	Tourism Development and Control	AIT
9462	Tour 112	Information Communications Technology (ICT) in Tourism	AIT
9463	Tour 113	Tourism and Philippine Culture	AIT
9464	Tour 114	Domestic Tourism	AIT
9465	Tour 115	Entrepreneurship and New Enterprise Development in Tourism	AIT
9466	Tour 116	Land Resource and Resort Area Development	AIT
9467	Tour 117	Ecotourism	AIT
9468	Tour 118	Cultural Tourism   	AIT
9469	Tour 119	Tourism and Gender 	AIT
9470	Tour 120	Management and Human Behavior in Tourism Organizations	AIT
9471	Tour 121	Human Resource Management in Travel and Tourism	AIT
9472	Tour 122	Tourism Destination Management and Governance	AIT
9473	Tour 126	Events Management	AIT
9474	Tour 130	Quantitative Measurement Approaches for Tourism Analysis 	AIT
9475	Tour 131	Accounting for Decision Making in Tourism	AIT
9476	Tour 136	Financial Management in Tourism Organizations	AIT
9477	Tour 144	Tourism Laws I	AIT
9478	Tour 145	Tourism Laws II	AIT
9479	Tour 151	Tourism Marketing	AIT
9480	Tour 153	Tourism Destination Promotion	AIT
9481	Tour 161	Transportation Systems in Tourism	AIT
9482	Tour 166	Land Travel Management	AIT
9483	Tour 167	Sea Travel Management	AIT
9484	Tour 168	Air Travel Management	AIT
9485	Tour 175	Management of Travel Trade Business	AIT
9486	Tour 181	Introduction to Hotel and Restaurant Management	AIT
9487	Tour 182	Integrated Resort Management	AIT
9488	Tour 192	Tourism Product Development 	AIT
9489	Tour 197	Special Topics in Tourism	AIT
9490	Tour 198	Strategic Management in Travel and Tourism	AIT
9491	Tour 199	Tourism Research Methods	AIT
9492	Tour 200	Undergraduate Thesis	AIT
9493	Tour 201	Theory and Practice in Tourism Development and Management	AIT
9494	Tour 202	Tourism Destination Development and Management	AIT
9495	Tour 203	Product Development and Marketing in Tourism	AIT
9496	Tour 204	Policy and Governance in Tourism	AIT
9497	Tour 205	Impacts of Tourism Development	AIT
9498	Tour 211	eTourism	AIT
9499	Tour 212	Tourism Entrepreneurship and Destination Development	AIT
9500	Tour 213	Ecotourism Development and Management	AIT
9501	Tour 214	Culture and Tourism Development Management	AIT
9502	Tour 281	Tourism Strategy	AIT
9503	Tour 282	Investment Planning in Tourism	AIT
9504	Tour 283	Tourism Development Workshop	AIT
9505	Tour 297	Special Topics	AIT
9506	Tour 298	Tourism Development and Management Research Seminar	AIT
9507	Tour 299	Research Methods in Tourism Development and Management	AIT
9508	Tour 300	Master’s Thesis	AIT
9509	Trad 201	Problemas de Traduccion	DEL
9510	Trad 210	Teorias y Practicas de Traduccion: Historia	DEL
9511	Trad 220	Teorias y Practicas de Traduccion: Literatura	DEL
9512	Trad 230	Teorias y Practicas de Traduccion: Economia	DEL
9513	Trad 240	Teorias y Practicas de Traduccion: Artes	DEL
9514	Trad 250	Teorias y Practicas de Traduccion: Tecnologia	DEL
9515	Trad 260	Teorias y Practicas de Traduccion: Ciencia	DEL
9516	Trad 270	Practicas de Traduccion Inversa (De Ingles/Filipino a Español)	DEL
9517	Trad 290	Proyecto Especial	DEL
9518	VC 20	Visual Communication Design I	VC
9519	VC 21	Visual Communication Design II	VC
9520	VC 22	Figure Drawing I	VC
9521	VC 23	Figure Drawing II	VC
9522	VC 24	Production Methods I	VC
9523	VC 25	Production Methods II	VC
9524	VC 26	Design Workshop I	VC
9525	VC 26.1	Applied Design Workshop I	VC
9526	VC 26.2	Applied Design Workshop II	VC
9527	VC 27	Design Workshop II	VC
9528	VC 28	Photography I	VC
9529	VC 29	Photography II	VC
9530	VC 36	Applied Graphics Workshop	VC
9531	VC 40	Advanced Figure Illustration	VC
9532	VC 41	Technical and Scientific Illustration	VC
9533	VC 42	Screen Printing	VC
9534	VC 43	Graphic Workshop	VC
9535	VC 50	Animation	VC
9536	VC 100	Visual Communication Design III	VC
9537	VC 101	Visual Communication Design IV	VC
