course_code,course_title,offering_unit,units
MuP 80 VMT,Voice and Music Theatre,"DVMT, DWP, DKey, DSCM, Musico",2.0
MuP 80 WWD Sax,Saxophone,"DSCM, DKey, DWP, DVMT, Musico",2.0
MuP 80 BR Tu,Tuba,"DVMT, DSCM, Musico, DKey, DWP",2.0
MuP 80 WWD Cla,Clarinet,"DWP, Musico, DSCM, DVMT, DKey",2.0
MuP 81 STG Vn,Violin,"DKey, DVMT, DSCM, DWP, Musico",1.0
MuP 81 Ba,Banduria,"DWP, DKey, DVMT, Musico, DSCM",1.0
MuP 81 AL,Afro Latin,"DWP, DVMT, DKey, Musico, DSCM",1.0
MuP 81 WWD Fl,Flute,"DWP, DSCM, Musico, DKey, DVMT",1.0
MuP 81 BR Tpt,Trumpet,"DSCM, Musico, DWP, DVMT, DKey",1.0
MuP 81 PERC,Percussion,"Musico, DSCM, DKey, DVMT, DWP",1.0
MuP 81 VMT,Voice and Music Theatre,"DSCM, DKey, DVMT, Musico, DWP",1.0
MuP 81 WWD Bas,Bassoon ,"DSCM, DVMT, DWP, Musico, DKey",1.0
MuP 81 CI,Chinese Instruments,"DKey, DVMT, DSCM, Musico, DWP",1.0
MuP 81 BR Trb,Trombone,"DSCM, DWP, DKey, Musico, DVMT",1.0
MuP 81 Ka,Kalingga,"DKey, DWP, DSCM, Musico, DVMT",1.0
MuP 81 Ku,Kulintang,"DSCM, DWP, Musico, DVMT, DKey",1.0
MuP 81 BR,Brass,"DKey, DWP, DVMT, DSCM, Musico",1.0
MuP 81 WWD Cla,Clarinet,"DKey, DVMT, DSCM, DWP, Musico",1.0
MuP 81 BR Tu,Tuba,"DKey, Musico, DWP, DVMT, DSCM",1.0
MuP 81 WWD Sax,Saxophone,"Musico, DSCM, DVMT, DKey, DWP",1.0
MuP 81 KT,Koto,"DKey, Musico, DSCM, DVMT, DWP",1.0
MuP 81 WWD Ob,Oboe,"DWP, DVMT, Musico, DSCM, DKey",1.0
MuP 81 STG Gtr,Guitar,"DVMT, Musico, DWP, DKey, DSCM",1.0
MuP 81 STG,Bowed and Guitar,"Musico, DSCM, DVMT, DWP, DKey",1.0
MuP 81 PNO,Piano,"DVMT, DSCM, DKey, DWP, Musico",1.0
MuP 81 BR Fr,French Horn,"DVMT, DSCM, DKey, DWP, Musico",1.0
MuP 81 WWD,Woodwind,"DKey, Musico, DSCM, DVMT, DWP",1.0
MuP 90 STG Gtr,Guitar,"DKey, DVMT, DSCM, DWP, Musico",2.0
MuP 90 BR Tu,Tuba,"DSCM, Musico, DWP, DKey, DVMT",2.0
MuP 90 PNO,Piano,"DSCM, DKey, DWP, Musico, DVMT",2.0
MuP 90 STG Va,Viola,"DKey, DVMT, DSCM, Musico, DWP",2.0
MuP 90 BR Tpt,Trumpet,"DKey, DWP, DSCM, Musico, DVMT",2.0
MuP 90 STG,Bowed and Guitar,"DWP, DKey, Musico, DVMT, DSCM",2.0
MuP 90 BR,Brass,"Musico, DWP, DSCM, DKey, DVMT",2.0
MuP 90 STG Ce,Cello,"DVMT, DWP, DSCM, DKey, Musico",2.0
MuP 90 BR Trb,Trombone,"DWP, Musico, DKey, DVMT, DSCM",2.0
MuP 90 STG Vn,Violin,"Musico, DWP, DSCM, DKey, DVMT",2.0
MuP 90 WWD Ob,Oboe,"DSCM, DWP, DVMT, DKey, Musico",2.0
MuP 90 PERC,Percussion Instrument,"DSCM, DVMT, Musico, DWP, DKey",2.0
MuP 90 WWD,Woodwind Instrument,"DSCM, Musico, DKey, DVMT, DWP",2.0
MuP 90 WWD Sax,Saxophone,"DWP, DVMT, Musico, DSCM, DKey",2.0
MuP 90 WWD Cla,Clarinet,"DKey, DWP, DSCM, Musico, DVMT",2.0
MuP 90 WWD Fl,Flute,"DWP, DKey, Musico, DVMT, DSCM",2.0
MuP 90 WWD Bas,Bassoon ,"DVMT, DSCM, DWP, Musico, DKey",2.0
MuP 90 BR Fr,French Horn,"DVMT, DWP, Musico, DKey, DSCM",2.0
MuP 90 VMT,Voice and Music Theatre,"DWP, Musico, DVMT, DSCM, DKey",2.0
MuP 100 WWD Fl,Flute,"DSCM, DWP, DKey, DVMT, Musico",3.0
MuP 100 Ku,Kulintang,"DKey, DWP, DVMT, Musico, DSCM",3.0
MuP 100 WWD Sax,Saxophone,"Musico, DKey, DWP, DSCM, DVMT",3.0
MuP 100 STG Vn,Violin,"DVMT, Musico, DSCM, DWP, DKey",3.0
MuP 100 Ba,Banduria,"DWP, DSCM, DVMT, DKey, Musico",3.0
MuP 100 BR Trb,Trombone,"Musico, DKey, DVMT, DWP, DSCM",3.0
MuP 100 VMT,Voice and Music Theatre,"Musico, DWP, DSCM, DKey, DVMT",3.0
MuP 100 WWD Ob,Oboe,"DKey, Musico, DSCM, DWP, DVMT",3.0
MuP 100 BR Tpt,Trumpet,"DVMT, Musico, DSCM, DKey, DWP",3.0
MuP 100 STG,String Instrument,"DVMT, DWP, DKey, Musico, DSCM",3.0
MuP 100 BR Tu,Tuba,"DWP, DSCM, Musico, DKey, DVMT",3.0
MuP 100 KT,Koto,"Musico, DKey, DWP, DSCM, DVMT",3.0
MuP 100 PNO,Piano,"DKey, DSCM, DWP, Musico, DVMT",3.0
MuP 100 STG Va,Viola,"Musico, DKey, DVMT, DWP, DSCM",3.0
MuP 100 BR,Brass,"DWP, DSCM, Musico, DKey, DVMT",3.0
MuP 100 STG Db,Double Bass,"DVMT, DSCM, DWP, Musico, DKey",3.0
MuP 100 BR Fr,French Horn,"DVMT, DWP, DKey, Musico, DSCM",3.0
MuP 100 PERC,Percussion Instrument,"DWP, Musico, DSCM, DVMT, DKey",3.0
MuP 100 STG Ce,Cello,"DWP, Musico, DKey, DVMT, DSCM",3.0
MuP 100 STG Gtr,Guitar,"DKey, DWP, DVMT, DSCM, Musico",3.0
MuP 100 WWD Cla,Clarinet,"DKey, DVMT, DWP, Musico, DSCM",3.0
MuP 100 WWD,Woodwind Instrument,"DSCM, DWP, DVMT, Musico, DKey",3.0
MuP 100 WWD Bas,Bassoon ,"DSCM, Musico, DVMT, DKey, DWP",3.0
MuP 110 KT,Koto,"Musico, DWP, DSCM, DVMT, DKey",3.0
MuP 110 WWD,Woodwind Instrument,"DKey, Musico, DSCM, DVMT, DWP",3.0
MuP 110 PNO,Piano,"DKey, DVMT, Musico, DWP, DSCM",3.0
MuP 110 BR Tu,Tuba,"DKey, DVMT, DWP, DSCM, Musico",3.0
MuP 110 Ku,Kulintang,"DWP, DKey, Musico, DVMT, DSCM",3.0
MuP 110 BR,Brass,"Musico, DVMT, DWP, DSCM, DKey",3.0
MuP 110 STG Gtr,Guitar,"DWP, Musico, DSCM, DVMT, DKey",3.0
MuP 110 BR Trb,Trombone,"Musico, DSCM, DVMT, DKey, DWP",3.0
MuP 110 VMT,Voice and Music Theatre,"DWP, DVMT, DKey, Musico, DSCM",3.0
MuP 110 STG Va,Viola,"DVMT, DWP, DSCM, DKey, Musico",3.0
MuP 110 STG Ce,Cello,"Musico, DSCM, DKey, DWP, DVMT",3.0
MuP 110 STG Vn,Violin,"Musico, DKey, DVMT, DSCM, DWP",3.0
MuP 110 BR Fr,French Horn,"DWP, Musico, DVMT, DKey, DSCM",3.0
MuP 110 WWD Fl,Flute,"DWP, DSCM, Musico, DKey, DVMT",3.0
MuP 110 WWD Cla,Clarinet,"Musico, DWP, DKey, DVMT, DSCM",3.0
MuP 110 WWD Sax,Saxophone,"Musico, DWP, DKey, DSCM, DVMT",3.0
MuP 110 Ba,Banduria,"DSCM, DWP, DVMT, DKey, Musico",3.0
MuP 110 BR Tpt,Trumpet,"DWP, Musico, DSCM, DKey, DVMT",3.0
MuP 110 WWD Bas,Bassoon ,"DKey, DSCM, DWP, Musico, DVMT",3.0
MuP 110 STG Db,Double Bass,"Musico, DVMT, DKey, DWP, DSCM",3.0
MuP 110 WWD Ob,Oboe,"DKey, DVMT, Musico, DWP, DSCM",3.0
MuP 110 PERC,Percussion Instrument ,"Musico, DSCM, DVMT, DKey, DWP",3.0
MuP 110 STG,String Instrument,"DSCM, DWP, DVMT, Musico, DKey",3.0
MuP 120 WWD Ob,Oboe,"DKey, Musico, DWP, DVMT, DSCM",3.0
MuP 120 WWD Sax,Saxophone,"DSCM, DVMT, Musico, DKey, DWP",3.0
MuP 120 PNO,Piano,"Musico, DWP, DKey, DSCM, DVMT",3.0
MuP 120 STG Va,Viola,"DSCM, DKey, Musico, DVMT, DWP",3.0
MuP 120 Ba,Banduria,"Musico, DVMT, DWP, DKey, DSCM",3.0
MuP 120 KT,Koto,"DWP, DKey, DVMT, DSCM, Musico",3.0
MuP 120 Ku,Kulintang,"DSCM, Musico, DVMT, DWP, DKey",3.0
MuP 120 WWD Bas,Bassoon ,"DKey, DSCM, Musico, DVMT, DWP",3.0
MuP 120 STG,String Instrument,"DVMT, Musico, DKey, DSCM, DWP",3.0
MuP 120 BR Tpt,Trumpet,"DKey, DSCM, DWP, Musico, DVMT",3.0
MuP 120 WWD,Woodwind Instrument,"DSCM, DVMT, DKey, DWP, Musico",3.0
MuP 120 STG Ce,Cello,"DSCM, DWP, DVMT, DKey, Musico",3.0
MuP 120 WWD Fl,Flute,"DVMT, DWP, Musico, DSCM, DKey",3.0
MuP 120 BR,Brass,"DVMT, DSCM, Musico, DKey, DWP",3.0
MuP 120 VMT,Voice and Music Theatre,"DVMT, DSCM, Musico, DWP, DKey",3.0
MuP 120 BR Tu,Tuba,"Musico, DSCM, DKey, DWP, DVMT",3.0
MuP 120 STG Gtr,Guitar,"DVMT, DSCM, DWP, Musico, DKey",3.0
MuP 120 BR Fr,French Horn,"Musico, DSCM, DKey, DWP, DVMT",3.0
MuP 120 STG Vn,Violin,"Musico, DSCM, DKey, DVMT, DWP",3.0
MuP 120 STG Db,Double Bass,"DVMT, DKey, DWP, DSCM, Musico",3.0
MuP 120 BR Trb,Trombone,"DWP, Musico, DSCM, DVMT, DKey",3.0
MuP 120 PERC,Percussion Instrument,"DWP, DKey, Musico, DVMT, DSCM",3.0
MuP 120 WWD Cla,Clarinet,"DWP, DKey, Musico, DVMT, DSCM",3.0
MuP 130 STG Gtr,Guitar,"DKey, DSCM, DVMT, Musico, DWP",3.0
MuP 130 STG Vn,Violin,"DSCM, DWP, DVMT, Musico, DKey",3.0
MuP 130 STG Db,Double Bass,"Musico, DKey, DWP, DSCM, DVMT",3.0
MuP 130 WWD Bas,Bassoon ,"DVMT, DKey, DSCM, Musico, DWP",3.0
MuP 130 WWD Ob,Oboe,"DSCM, DWP, DKey, Musico, DVMT",3.0
MuP 130 STG Va,Viola,"DVMT, DWP, DSCM, DKey, Musico",3.0
MuP 130 PNO,Piano,"DVMT, DWP, DSCM, DKey, Musico",3.0
MuP 130 KT,Koto,"DVMT, DWP, Musico, DKey, DSCM",3.0
MuP 130 BR Trb,Trombone,"DVMT, DWP, DKey, DSCM, Musico",3.0
MuP 130 STG Ce,Cello,"DSCM, Musico, DVMT, DWP, DKey",3.0
MuP 130 Ba,Banduria,"DKey, Musico, DSCM, DVMT, DWP",3.0
MuP 130 WWD Cla,Clarinet,"DKey, Musico, DWP, DVMT, DSCM",3.0
MuP 130 VMT,Voice and Music Theatre,"Musico, DVMT, DKey, DWP, DSCM",3.0
MuP 130 WWD,Woodwind Instrument,"DVMT, Musico, DKey, DSCM, DWP",3.0
MuP 130 Ku,Kulintang,"DWP, Musico, DVMT, DKey, DSCM",3.0
MuP 130 STG,String Instrument,"DVMT, Musico, DKey, DSCM, DWP",3.0
MuP 130 WWD Fl,Flute,"DKey, DSCM, Musico, DWP, DVMT",3.0
MuP 130 BR,Brass,"DVMT, DSCM, Musico, DWP, DKey",3.0
MuP 130 PERC,Percussion Instrument,"DSCM, DKey, Musico, DVMT, DWP",3.0
MuP 130 BR Tpt,Trumpet,"DVMT, DWP, DKey, Musico, DSCM",3.0
MuP 130 BR Tu,Tuba,"DVMT, DKey, DSCM, Musico, DWP",3.0
MuP 130 BR Fr,French Horn,"DSCM, Musico, DVMT, DKey, DWP",3.0
MuP 130 WWD Sax,Saxophone,"DWP, DVMT, DKey, Musico, DSCM",3.0
MuP 140 STG Db,Double Bass,"DSCM, DVMT, Musico, DKey, DWP",3.0
MuP 140 WWD Ob,Oboe,"Musico, DKey, DWP, DVMT, DSCM",3.0
MuP 140 WWD Fl,Flute,"DSCM, Musico, DKey, DVMT, DWP",3.0
MuP 140 WWD Sax,Saxophone,"Musico, DKey, DVMT, DWP, DSCM",3.0
MuP 140 PERC,Percussion Instrument,"DWP, DSCM, Musico, DKey, DVMT",3.0
MuP 140 Ba,Banduria,"DKey, DVMT, Musico, DSCM, DWP",3.0
MuP 140 WWD Bas,Bassoon ,"DSCM, Musico, DWP, DVMT, DKey",3.0
MuP 140 STG Gtr,Guitar,"DSCM, DVMT, DKey, DWP, Musico",3.0
MuP 140 BR Tpt,Trumpet,"DWP, DSCM, DVMT, DKey, Musico",3.0
MuP 140 Ku,Kulintang,"DSCM, DKey, Musico, DWP, DVMT",3.0
MuP 140 WWD Cla,Clarinet,"Musico, DSCM, DKey, DVMT, DWP",3.0
MuP 140 WWD,Woodwind Instrument,"Musico, DSCM, DVMT, DWP, DKey",3.0
MuP 140 BR,Brass,"DWP, DKey, DSCM, Musico, DVMT",3.0
MuP 140 PNO,Piano,"DKey, DSCM, Musico, DWP, DVMT",3.0
MuP 140 VMT,Voice and Music Theatre,"DSCM, Musico, DKey, DWP, DVMT",3.0
MuP 140 STG Vn,Violin,"DWP, Musico, DKey, DVMT, DSCM",3.0
MuP 140 KT,Koto,"DWP, DSCM, DVMT, DKey, Musico",3.0
MuP 140 STG Ce,Cello,"DVMT, DKey, DSCM, Musico, DWP",3.0
MuP 140 BR Fr,French Horn,"DVMT, DKey, DWP, Musico, DSCM",3.0
MuP 140 STG,String Instrument,"DWP, DVMT, DKey, DSCM, Musico",3.0
MuP 140 STG Va,Viola,"DKey, DWP, DVMT, DSCM, Musico",3.0
MuP 140 BR Trb,Trombone,"DWP, DVMT, DSCM, DKey, Musico",3.0
MuP 140 BR Tu,Tuba,"DVMT, DKey, Musico, DSCM, DWP",3.0
MuP 150 STG Db,Double Bass,"Musico, DSCM, DVMT, DKey, DWP",3.0
MuP 150 WWD Bas,Bassoon ,"DKey, DSCM, Musico, DVMT, DWP",3.0
MuP 150 STG Ce,Cello,"DVMT, Musico, DKey, DWP, DSCM",3.0
MuP 150 STG Va,Viola,"DKey, Musico, DWP, DVMT, DSCM",3.0
MuP 150 STG Vn,Violin,"DKey, DWP, DVMT, Musico, DSCM",3.0
MuP 150 PNO,Piano,"DWP, DKey, DSCM, DVMT, Musico",3.0
MuP 150 BR Tpt,Trumpet,"DVMT, DSCM, DKey, Musico, DWP",3.0
MuP 150 WWD,Woodwind Instrument,"DWP, Musico, DKey, DSCM, DVMT",3.0
MuP 150 BR Trb,Trombone,"DWP, Musico, DSCM, DKey, DVMT",3.0
MuP 150 PERC,Percussion Instrument,"DSCM, DWP, DKey, DVMT, Musico",3.0
MuP 150 BR Fr,French Horn,"DSCM, DKey, DWP, Musico, DVMT",3.0
MuP 150 KT,Koto,"DWP, DKey, Musico, DSCM, DVMT",3.0
MuP 150 BR Tu,Tuba,"DKey, DSCM, DVMT, DWP, Musico",3.0
MuP 150 WWD Ob,Oboe,"DKey, DWP, DVMT, DSCM, Musico",3.0
MuP 150 WWD Fl,Flute,"DWP, Musico, DSCM, DKey, DVMT",3.0
MuP 150 WWD Cla,Clarinet,"DWP, DKey, DSCM, DVMT, Musico",3.0
MuP 150 Ba,Banduria,"DVMT, DSCM, DKey, Musico, DWP",3.0
MuP 150 STG Gtr,Guitar,"Musico, DWP, DKey, DSCM, DVMT",3.0
MuP 150 WWD Sax,Saxophone,"DVMT, DWP, DKey, Musico, DSCM",3.0
MuP 150 STG,String Instrument,"Musico, DVMT, DSCM, DKey, DWP",3.0
MuP 150 VMT,Voice and Music Theatre,"DWP, DKey, DVMT, DSCM, Musico",3.0
MuP 150 Ku,Kulintang,"DWP, Musico, DVMT, DKey, DSCM",3.0
MuP 150 BR,Brass,"DVMT, Musico, DSCM, DKey, DWP",3.0
MuP 160 STG,String Instrument,"DWP, DSCM, DKey, Musico, DVMT",3.0
MuP 160 WWD Bas,Bassoon ,"DKey, DWP, DVMT, DSCM, Musico",3.0
MuP 160 STG Ce,Cello,"DVMT, Musico, DKey, DSCM, DWP",3.0
MuP 160 BR,Brass Instrument,"DSCM, DWP, DKey, DVMT, Musico",3.0
MuP 160 PERC,Percussion Instrument,"DWP, DVMT, DKey, DSCM, Musico",3.0
MuP 160 WWD Cla,Clarinet,"DVMT, DWP, DKey, DSCM, Musico",3.0
MuP 160 KT,Koto,"DSCM, DVMT, DKey, DWP, Musico",3.0
MuP 160 BR Tu,Tuba,"DWP, Musico, DVMT, DSCM, DKey",3.0
MuP 160 STG Db,Double Bass,"DWP, DSCM, Musico, DKey, DVMT",3.0
MuP 160 STG Va,Viola,"Musico, DKey, DSCM, DWP, DVMT",3.0
MuP 160 Ku,Kulintang,"Musico, DWP, DKey, DSCM, DVMT",3.0
MuP 160 WWD,Woodwind Instrument,"Musico, DWP, DSCM, DVMT, DKey",3.0
MuP 160 WWD Ob,Oboe,"Musico, DSCM, DKey, DVMT, DWP",3.0
MuP 160 WWD Sax,Saxophone,"DSCM, Musico, DVMT, DKey, DWP",3.0
MuP 160 STG Gtr,Guitar,"DWP, DVMT, DSCM, Musico, DKey",3.0
MuP 160 WWD Fl,Flute,"DKey, DVMT, DSCM, DWP, Musico",3.0
MuP 160 PNO,Piano,"Musico, DWP, DSCM, DVMT, DKey",3.0
MuP 160 BR Tpt,Trumpet,"Musico, DKey, DVMT, DSCM, DWP",3.0
MuP 160 BR Fr,French Horn,"DKey, DVMT, DSCM, Musico, DWP",3.0
MuP 160 VMT,Voice and Music Theatre,"Musico, DVMT, DWP, DKey, DSCM",3.0
MuP 160 Ba,Banduria,"DWP, DVMT, Musico, DKey, DSCM",3.0
MuP 160 STG Vn,Violin,"Musico, DWP, DVMT, DSCM, DKey",3.0
MuP 160 BR Trb,Trombone,"DWP, Musico, DVMT, DKey, DSCM",3.0
MuP 170 WWD Sax,Saxophone,"DVMT, Musico, DKey, DWP, DSCM",3.0
MuP 170 STG Db,Double Bass,"Musico, DWP, DKey, DSCM, DVMT",3.0
MuP 170 PNO,Piano,"DVMT, DKey, DWP, Musico, DSCM",3.0
MuP 170 PERC,Percussion Instrument,"Musico, DSCM, DWP, DKey, DVMT",3.0
MuP 170 VMT,Voice and Music Theatre,"DKey, DWP, DVMT, Musico, DSCM",3.0
MuP 170 Ku,Kulintang,"DVMT, DWP, DKey, Musico, DSCM",3.0
MuP 170 STG Vn,Violin,"DWP, DVMT, DKey, Musico, DSCM",3.0
MuP 170 WWD Bas,Bassoon ,"DSCM, DWP, Musico, DVMT, DKey",3.0
MuP 170 WWD,Woodwind Instrument,"DSCM, DVMT, DKey, Musico, DWP",3.0
MuP 170 STG,String Instrument,"DKey, Musico, DSCM, DVMT, DWP",3.0
MuP 170 STG Ce,Cello,"Musico, DWP, DKey, DSCM, DVMT",3.0
MuP 170 BR Tu,Tuba,"DWP, DVMT, DKey, Musico, DSCM",3.0
MuP 170 WWD Ob,Oboe,"DVMT, DSCM, DKey, DWP, Musico",3.0
MuP 170 BR Tpt,Trumpet,"Musico, DSCM, DVMT, DWP, DKey",3.0
MuP 170 BR Trb,Trombone,"DSCM, DWP, DVMT, Musico, DKey",3.0
MuP 170 STG Gtr,Guitar,"Musico, DVMT, DKey, DWP, DSCM",3.0
MuP 170 BR,Brass Instrument,"DKey, DSCM, Musico, DWP, DVMT",3.0
MuP 170 WWD Fl,Flute,"DKey, DWP, DSCM, Musico, DVMT",3.0
MuP 170 KT,Koto,"DVMT, DWP, DKey, DSCM, Musico",3.0
MuP 170 Ba,Banduria,"Musico, DSCM, DKey, DWP, DVMT",3.0
MuP 170 WWD Cla,Clarinet,"DSCM, Musico, DVMT, DKey, DWP",3.0
MuP 180 VMT,Voice and Music Theatre,"DVMT, DSCM, Musico, DKey, DWP",3.0
MuP 180 BR Fr,French Horn,"Musico, DWP, DKey, DSCM, DVMT",3.0
MuP 180 WWD Ob,Oboe,"DKey, Musico, DWP, DSCM, DVMT",3.0
MuP 180 PNO,Piano,"DSCM, DWP, DVMT, DKey, Musico",3.0
MuP 180 WWD Sax,Saxophone,"DSCM, DVMT, DWP, DKey, Musico",3.0
MuP 180 BR Tu,Tuba,"DVMT, DWP, DKey, Musico, DSCM",3.0
MuP 180 WWD Cla,Clarinet,"DVMT, DSCM, DWP, DKey, Musico",3.0
MuP 180 KT,Koto,"Musico, DKey, DSCM, DVMT, DWP",3.0
MuP 180 STG Gtr,Guitar,"DWP, DKey, DVMT, DSCM, Musico",3.0
MuP 180 STG Vn,Violin,"DWP, DVMT, DSCM, DKey, Musico",3.0
MuP 180 WWD,Woodwind Instrument,"DVMT, Musico, DWP, DKey, DSCM",3.0
MuP 180 STG Ce,Cello,"Musico, DVMT, DSCM, DWP, DKey",3.0
MuP 180 Ba,Banduria,"DVMT, Musico, DKey, DWP, DSCM",3.0
MuP 180 STG Db,Double Bass,"DVMT, DSCM, Musico, DWP, DKey",3.0
MuP 180 BR Trb,Trombone,"DSCM, Musico, DKey, DVMT, DWP",3.0
MuP 180 PERC,Percussion Instrument,"Musico, DVMT, DKey, DWP, DSCM",3.0
MuP 180 WWD Fl,Flute,"DWP, Musico, DKey, DVMT, DSCM",3.0
MuP 180 Ku,Kulintang,"DWP, DKey, Musico, DSCM, DVMT",3.0
MuP 180 STG,String Instrument,"DWP, Musico, DKey, DSCM, DVMT",3.0
MuP 180 BR,Brass,"Musico, DWP, DSCM, DKey, DVMT",3.0
MuP 180 WWD Bas,Bassoon ,"DSCM, DVMT, Musico, DKey, DWP",3.0
MuP 180 BR Tpt,Trumpet,"DVMT, DSCM, DWP, DKey, Musico",3.0
MuP 190 WWD Sax,Saxophone,"DWP, DSCM, DVMT, DKey, Musico",3.0
MuP 190 STG,String Instrument,"DKey, Musico, DVMT, DSCM, DWP",3.0
MuP 190 WWD Ob,Oboe,"DVMT, DSCM, DWP, DKey, Musico",3.0
MuP 190 WWD Cla,Clarinet,"DWP, DSCM, DKey, Musico, DVMT",3.0
MuP 190 Ku,Kulintang,"Musico, DWP, DKey, DVMT, DSCM",3.0
MuP 190 Ba,Banduria,"Musico, DWP, DKey, DSCM, DVMT",3.0
MuP 190 PNO,Piano,"DKey, DWP, Musico, DSCM, DVMT",3.0
MuP 190 WWD,Woodwind Instrument,"DKey, DSCM, Musico, DVMT, DWP",3.0
MuP 190 PERC,Percussion Instrument,"Musico, DSCM, DKey, DVMT, DWP",3.0
MuP 190 BR Tu,Tuba,"DVMT, Musico, DKey, DWP, DSCM",3.0
MuP 190 KT,Koto,"DKey, Musico, DSCM, DVMT, DWP",3.0
MuP 190 STG Ce,Cello,"DKey, DVMT, DSCM, Musico, DWP",3.0
MuP 190 BR Tpt,Trumpet,"Musico, DSCM, DVMT, DWP, DKey",3.0
MuP 190 VMT,Voice and Music Theatre,"DSCM, DKey, DWP, Musico, DVMT",3.0
MuP 190 BR Trb,Trombone,"DWP, DVMT, DKey, Musico, DSCM",3.0
MuP 190 WWD Bas,Bassoon ,"DKey, DVMT, DWP, Musico, DSCM",3.0
MuP 190 STG Gtr,Guitar,"DVMT, Musico, DSCM, DWP, DKey",3.0
MuP 190 WWD Fl,Flute,"Musico, DSCM, DWP, DVMT, DKey",3.0
MuP 190 BR,Brass,"Musico, DSCM, DWP, DVMT, DKey",3.0
MuP 190 BR Fr,French Horn,"DVMT, DSCM, DKey, Musico, DWP",3.0
MuP 190 STG Va,Viola,"DKey, Musico, DVMT, DSCM, DWP",3.0
MuP 190 STG Vn,Violin,"DWP, DKey, Musico, DSCM, DVMT",3.0
MuP 194,Music Culminating Project,CMu,1.0
MuP 195 Ku,Kulintang,"DSCM, DComp, DVMT, DKey, DWP, DCond, Musico",1.0
MuP 195 WWD Fl,Flute,"DKey, DComp, Musico, DVMT, DWP, DCond, DSCM",1.0
MuP 195 WWD,Woodwind Instrument,"DComp, DKey, DVMT, Musico, DWP, DCond, DSCM",1.0
MuP 195 COMP,Composition,"Musico, DKey, DVMT, DWP, DComp, DSCM, DCond",1.0
MuP 195 BR Tu,Tuba,"DSCM, Musico, DKey, DComp, DCond, DWP, DVMT",1.0
MuP 195 WWD Bas,Bassoon ,"DKey, DCond, DVMT, Musico, DComp, DWP, DSCM",1.0
MuP 195 STG Db,Double Bass,"DSCM, DCond, Musico, DComp, DVMT, DWP, DKey",1.0
MuP 195 BR Trb,Trombone,"DSCM, Musico, DComp, DWP, DVMT, DCond, DKey",1.0
MuP 195 BR Tpt,Trumpet,"DVMT, DKey, DCond, Musico, DSCM, DWP, DComp",1.0
MuP 195 WWD Cla,Clarinet,"DWP, DSCM, DVMT, Musico, DComp, DCond, DKey",1.0
MuP 195 STG Ce,Cello,"DSCM, DVMT, DCond, DWP, DComp, Musico, DKey",1.0
MuP 195 WWD Sax,Saxophone,"DVMT, DWP, Musico, DCond, DKey, DSCM, DComp",1.0
MuP 195 BR Fr,French Horn,"Musico, DKey, DWP, DCond, DSCM, DComp, DVMT",1.0
MuP 195 O,Orchestra,"DCond, DComp, DSCM, Musico, DKey, DVMT, DWP",1.0
MuP 195 COND,Conducting,"DVMT, DComp, DWP, DKey, DCond, Musico, DSCM",1.0
MuP 195 B,Band,"DKey, Musico, DComp, DWP, DCond, DVMT, DSCM",1.0
MuP 195 STG Va,Viola,"Musico, DWP, DSCM, DCond, DVMT, DComp, DKey",1.0
MuP 195 WWD Ob,Oboe,"DSCM, DWP, DComp, Musico, DCond, DVMT, DKey",1.0
MuP 195 PNO,Piano,"DWP, DCond, Musico, DSCM, DVMT, DKey, DComp",1.0
MuP 195 VMT,Voice and Music Theatre,"DCond, DKey, DComp, DVMT, DWP, DSCM, Musico",1.0
MuP 195 KT,Koto,"DCond, DKey, Musico, DVMT, DSCM, DComp, DWP",1.0
MuP 195 STG,Bowed and Guitar,"DComp, DWP, DCond, DVMT, DKey, DSCM, Musico",1.0
MuP 195 BR,Brass Instrument,"DKey, DSCM, DVMT, Musico, DComp, DCond, DWP",1.0
MuP 195 C,Chorus,"DKey, DWP, DCond, Musico, DVMT, DSCM, DComp",1.0
MuP 195 STG Gtr,Guitar,"DComp, DKey, DSCM, Musico, DVMT, DCond, DWP",1.0
MuP 195 PERC,Percussion Instrument,"DSCM, DWP, DCond, DKey, Musico, DVMT, DComp",1.0
MuP 195 STG Vn,Violin,"Musico, DComp, DKey, DSCM, DVMT, DCond, DWP",1.0
MuP 195 Ba,Banduria,"DComp, DKey, Musico, DCond, DSCM, DWP, DVMT",1.0
MuP 196 Ba,Banduria,"DKey, DVMT, DCond, DComp, Musico, DWP, DSCM",1.0
MuP 196 WWD Sax,Saxophone,"DComp, DCond, Musico, DSCM, DVMT, DWP, DKey",1.0
MuP 196 WWD Ob,Oboe,"DComp, DWP, DVMT, DKey, Musico, DSCM, DCond",1.0
MuP 196 WWD Bas,Bassoon ,"DWP, DKey, Musico, DVMT, DSCM, DCond, DComp",1.0
MuP 196 COND,Conducting,"DCond, Musico, DKey, DSCM, DVMT, DWP, DComp",1.0
MuP 196 B,Band,"DVMT, Musico, DWP, DSCM, DCond, DKey, DComp",1.0
MuP 196 KT,Koto,"DSCM, DCond, DVMT, DKey, Musico, DComp, DWP",1.0
MuP 196 Ku,Kulintang,"DSCM, DCond, DComp, Musico, DKey, DWP, DVMT",1.0
MuP 196 STG Ce,Cello,"DKey, Musico, DWP, DSCM, DComp, DVMT, DCond",1.0
MuP 196 PNO,Piano,"DCond, DWP, DSCM, Musico, DComp, DVMT, DKey",1.0
